0	-0.082381728	-0.11828881	-0.208612374	-0.113232166	-0.16930733	-0.165395866	-0.1755935	-0.255992966	-0.252723467	-0.225487228	-0.194832439
-0.082381728	0	-0.131147253	-0.135780693	-0.059517624	-0.122224496	-0.107247231	-0.109231186	-0.189145837	-0.177825416	-0.166745726	-0.123756651
-0.11828881	-0.131147253	0	-0.247076171	-0.139934704	-0.17258749	-0.202023209	-0.214569746	-0.288632148	-0.278109138	-0.273842541	-0.239158822
-0.208612374	-0.135780693	-0.247076171	0	-0.20334447	-0.23155722	-0.199311335	-0.176097231	-0.232593173	-0.212186704	-0.202364345	-0.226508231
-0.113232166	-0.059517624	-0.139934704	-0.20334447	0	-0.168380658	-0.172235803	-0.16313436	-0.253495995	-0.248975348	-0.223275167	-0.20334447
-0.16930733	-0.122224496	-0.17258749	-0.23155722	-0.168380658	0	-0.194424266	-0.196463456	-0.285411419	-0.277014016	-0.271903634	-0.246237878
-0.165395866	-0.107247231	-0.202023209	-0.199311335	-0.172235803	-0.194424266	0	-0.142186195	-0.269240013	-0.267474333	-0.241133194	-0.199888488
-0.1755935	-0.109231186	-0.214569746	-0.176097231	-0.16313436	-0.196463456	-0.142186195	0	-0.227195294	-0.225841565	-0.20183127	-0.191497687
-0.255992966	-0.189145837	-0.288632148	-0.232593173	-0.253495995	-0.285411419	-0.269240013	-0.227195294	0	-0.064442534	-0.248138472	-0.273063356
-0.252723467	-0.177825416	-0.278109138	-0.212186704	-0.248975348	-0.277014016	-0.267474333	-0.225841565	-0.064442534	0	-0.235529891	-0.237057158
-0.225487228	-0.166745726	-0.273842541	-0.202364345	-0.223275167	-0.271903634	-0.241133194	-0.20183127	-0.248138472	-0.235529891	0	-0.225904082
-0.194832439	-0.123756651	-0.239158822	-0.226508231	-0.20334447	-0.246237878	-0.199888488	-0.191497687	-0.273063356	-0.237057158	-0.225904082	0
