0	5.186097435	5.007987848	5.926904036	5.126263438	5.508676684	5.586550094	5.656631886	6.221173677	6.21983977	6.057662845	6.26177853
5.186097435	0	4.713044555	5.846243572	4.305384718	5.237299711	5.371959881	5.481756334	6.191284879	6.189885604	5.99874005	6.225561472
5.007987848	4.713044555	0	5.874675388	4.507380654	5.347202248	5.455774466	5.548204282	6.201226357	6.1998477	6.019258843	6.23799792
5.926904036	5.846243572	5.874675388	0	5.858311376	5.724654788	5.672400348	5.607486724	5.974808163	5.972832181	5.473534224	5.992604244
5.126263438	4.305384718	4.507380654	5.858311376	0	5.285134024	5.407650766	5.509732082	6.195925863	6.194537928	6.007336852	6.230708739
5.508676684	5.237299711	5.347202248	5.724654788	5.285134024	0	4.801867463	5.117218343	6.147469556	6.14595677	5.916358253	6.178497954
5.586550094	5.371959881	5.455774466	5.672400348	5.407650766	4.801867463	0	4.830926385	6.132659249	6.131115083	5.882721396	6.160206622
5.656631886	5.481756334	5.548204282	5.607486724	5.509732082	5.117218343	4.830926385	0	6.115363111	6.113780495	5.842975493	6.139489259
6.221173677	6.191284879	6.201226357	5.974808163	6.195925863	6.147469556	6.132659249	6.115363111	0	3.723973061	5.888332449	5.883182711
6.21983977	6.189885604	6.1998477	5.972832181	6.194537928	6.14595677	6.131115083	6.113780495	3.723973061	0	5.886519799	5.883994225
6.057662845	5.99874005	6.019258843	5.473534224	6.007336852	5.916358253	5.882721396	5.842975493	5.888332449	5.886519799	0	5.836069196
6.26177853	6.225561472	6.23799792	5.992604244	6.230708739	6.178497954	6.160206622	6.139489259	5.883182711	5.883994225	5.836069196	0
